1, none, regions_unexplored:alpha_grove, MONSTER, minecraft:spider, 80, 4, 4
103, badlands, regions_unexplored:arid_mountains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
104, badlands, regions_unexplored:arid_mountains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
105, badlands, regions_unexplored:arid_mountains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
106, badlands, regions_unexplored:arid_mountains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
107, badlands, regions_unexplored:arid_mountains, AMBIENT, minecraft:bat, 10, 8, 8
108, badlands, regions_unexplored:arid_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
109, badlands, regions_unexplored:arid_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
110, badlands, regions_unexplored:arid_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
111, badlands, regions_unexplored:arid_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
112, none, far_end:ashfall_delta, MONSTER, minecraft:wither_skeleton, 10, 1, 2
113, none, far_end:ashfall_delta, MONSTER, minecraft:skeleton, 11, 2, 2
114, none, far_end:ashfall_delta, MONSTER, alexsmobs:farseer, 30, 1, 1
115, none, far_end:ashfall_delta, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
116, none, far_end:ashfall_delta, CREATURE, alexsmobs:endergrade, 10, 2, 6
117, none, far_end:ashfall_delta, CREATURE, alexsmobs:spectre, 10, 1, 2
118, none, far_end:ashfall_delta, CREATURE, alexsmobs:enderiophage, 10, 2, 2
119, none, far_end:ashfall_delta, CREATURE, alexsmobs:cosmaw, 10, 1, 2
120, none, far_end:ashfall_delta, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
121, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
122, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
123, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
124, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
125, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
126, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
127, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
128, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
129, forest, regions_unexplored:autumnal_maple_forest, MONSTER, graveyard:revenant, 25, 5, 8
130, forest, regions_unexplored:autumnal_maple_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
131, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
132, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
133, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
134, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
135, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
136, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
137, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
138, forest, regions_unexplored:autumnal_maple_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
139, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:wolf, 10, 4, 4
140, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
141, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:pig, 10, 4, 4
142, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
143, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:cow, 10, 4, 4
144, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
145, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
146, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:crow, 10, 3, 5
147, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
148, forest, regions_unexplored:autumnal_maple_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
149, forest, regions_unexplored:autumnal_maple_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
150, forest, regions_unexplored:autumnal_maple_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
151, forest, regions_unexplored:autumnal_maple_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
152, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
153, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
154, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
155, forest, regions_unexplored:autumnal_maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
156, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
157, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
158, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 19, 4, 4
159, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
160, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
161, badlands, minecraft:badlands, MONSTER, minecraft:creeper, 80, 4, 4
162, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
163, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
164, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
165, badlands, minecraft:badlands, MONSTER, minecraft:husk, 80, 4, 4
166, badlands, minecraft:badlands, MONSTER, graveyard:nightmare, 10, 1, 1
167, badlands, minecraft:badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
168, badlands, minecraft:badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
169, badlands, minecraft:badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
170, badlands, minecraft:badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
171, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
172, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
173, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
174, badlands, minecraft:badlands, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
175, badlands, minecraft:badlands, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
176, badlands, minecraft:badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
177, badlands, minecraft:badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
178, badlands, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 2, 5
179, badlands, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
180, badlands, minecraft:badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
181, badlands, minecraft:badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
182, badlands, minecraft:badlands, CREATURE, kellomod:rat, 80, 1, 7
183, badlands, minecraft:badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
184, badlands, minecraft:badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
185, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
186, badlands, minecraft:badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
187, badlands, minecraft:badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
188, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
189, badlands, minecraft:badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
190, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:spider, 80, 4, 4
191, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie, 80, 4, 4
192, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
193, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:skeleton, 80, 4, 4
194, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:creeper, 80, 4, 4
195, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:slime, 80, 4, 4
196, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:enderman, 5, 1, 4
197, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:witch, 5, 1, 1
198, jungle, regions_unexplored:bamboo_forest, MONSTER, graveyard:ghoul, 25, 2, 5
199, jungle, regions_unexplored:bamboo_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
200, jungle, regions_unexplored:bamboo_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
201, jungle, regions_unexplored:bamboo_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
202, jungle, regions_unexplored:bamboo_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
203, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
204, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
205, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
206, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
207, jungle, regions_unexplored:bamboo_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
208, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:sheep, 12, 4, 4
209, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 10, 4, 4
210, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
211, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:cow, 10, 4, 4
212, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
213, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:panda, 80, 1, 2
214, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
215, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:gorilla, 25, 7, 7
216, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
217, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:toucan, 23, 5, 5
218, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:anteater, 10, 1, 3
219, jungle, regions_unexplored:bamboo_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
220, jungle, regions_unexplored:bamboo_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
221, jungle, regions_unexplored:bamboo_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
222, jungle, regions_unexplored:bamboo_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
223, jungle, regions_unexplored:bamboo_forest, AMBIENT, minecraft:bat, 10, 8, 8
224, jungle, regions_unexplored:bamboo_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
225, jungle, regions_unexplored:bamboo_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
226, jungle, regions_unexplored:bamboo_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
227, jungle, regions_unexplored:bamboo_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
228, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 20, 4, 4
229, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
230, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
231, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
232, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
233, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
234, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
235, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
236, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
237, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:cave_spider, 80, 4, 4
238, jungle, minecraft:bamboo_jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
239, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
240, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
241, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
242, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
243, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
244, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
245, jungle, minecraft:bamboo_jungle, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
246, jungle, minecraft:bamboo_jungle, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
247, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
248, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
249, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
250, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
251, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
252, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
253, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 2, 4
254, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
255, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
256, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 30, 1, 3
257, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
258, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
259, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
260, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
261, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
262, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
263, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
264, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
265, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
266, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:spider, 80, 4, 4
267, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie, 80, 4, 4
268, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
269, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
270, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:creeper, 80, 4, 4
271, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:slime, 80, 4, 4
272, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:enderman, 5, 1, 4
273, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:witch, 5, 1, 1
274, savanna, regions_unexplored:baobab_savanna, MONSTER, graveyard:ghoul, 25, 2, 5
275, savanna, regions_unexplored:baobab_savanna, MONSTER, graveyard:nightmare, 10, 1, 1
276, savanna, regions_unexplored:baobab_savanna, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
277, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:centipede_head, 10, 1, 1
278, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:farseer, 30, 1, 1
279, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:murmur, 10, 1, 1
280, savanna, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
281, savanna, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
282, savanna, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
283, savanna, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
284, savanna, regions_unexplored:baobab_savanna, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
285, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:sheep, 12, 4, 4
286, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 10, 4, 4
287, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:chicken, 10, 4, 4
288, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:cow, 10, 4, 4
289, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:horse, 10, 2, 6
290, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:donkey, 10, 1, 3
291, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
292, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
293, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
