1, phenomena:abandoned_mansion, HEADING, header:ignore, 0, 0, 0
105, ars_nouveau:guardian_wilden_den, MONSTER, ars_nouveau:wilden_guardian, 10, 1, 3
106, graveyard:haunted_house, HEADING, header:ignore, 0, 0, 0
107, dungeons_arise:heavenly_challenger, HEADING, header:ignore, 0, 0, 0
108, dungeons_arise:heavenly_conqueror, HEADING, header:ignore, 0, 0, 0
109, dungeons_arise:heavenly_rider, HEADING, header:ignore, 0, 0, 0
110, ars_nouveau:hunter_wilden_den, HEADING, header:ignore, 0, 0, 0
111, ars_nouveau:hunter_wilden_den, MONSTER, ars_nouveau:wilden_hunter, 10, 3, 3
112, totw_modded:ice, HEADING, header:ignore, 0, 0, 0
113, minecraft:igloo, HEADING, header:ignore, 0, 0, 0
114, dungeons_arise:illager_campsite, HEADING, header:ignore, 0, 0, 0
115, dungeons_arise:illager_corsair, HEADING, header:ignore, 0, 0, 0
116, dungeons_arise:illager_fort, HEADING, header:ignore, 0, 0, 0
117, dungeons_arise:illager_galley, HEADING, header:ignore, 0, 0, 0
118, dungeons_arise:illager_windmill, HEADING, header:ignore, 0, 0, 0
119, dungeons_arise:infested_temple, HEADING, header:ignore, 0, 0, 0
120, totw_modded:jungle, HEADING, header:ignore, 0, 0, 0
121, awesomedungeon:jungle_giant_tree, HEADING, header:ignore, 0, 0, 0
122, hopo:jungle_mineshaft, HEADING, header:ignore, 0, 0, 0
123, phenomena:jungle_portal, HEADING, header:ignore, 0, 0, 0
124, minecraft:jungle_pyramid, HEADING, header:ignore, 0, 0, 0
125, dungeons_arise:jungle_tree_house, HEADING, header:ignore, 0, 0, 0
126, dungeons_arise:keep_kayra, HEADING, header:ignore, 0, 0, 0
127, ctov:large/village_beach, HEADING, header:ignore, 0, 0, 0
128, ctov:large/village_dark_forest, HEADING, header:ignore, 0, 0, 0
129, ctov:large/village_desert, HEADING, header:ignore, 0, 0, 0
130, ctov:large/village_jungle, HEADING, header:ignore, 0, 0, 0
131, ctov:large/village_mesa, HEADING, header:ignore, 0, 0, 0
132, ctov:large/village_mountain, HEADING, header:ignore, 0, 0, 0
133, ctov:large/village_mushroom, HEADING, header:ignore, 0, 0, 0
134, ctov:large/village_plains, HEADING, header:ignore, 0, 0, 0
135, ctov:large/village_savanna, HEADING, header:ignore, 0, 0, 0
136, ctov:large/village_snowy, HEADING, header:ignore, 0, 0, 0
137, ctov:large/village_swamp, HEADING, header:ignore, 0, 0, 0
138, ctov:large/village_taiga, HEADING, header:ignore, 0, 0, 0
139, ctov:large/village_underground, HEADING, header:ignore, 0, 0, 0
140, graveyard:large_graveyard, HEADING, header:ignore, 0, 0, 0
141, graveyard:large_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
142, graveyard:large_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
143, graveyard:large_graveyard, MONSTER, graveyard:ghoul, 50, 2, 4
144, graveyard:lich_prison, HEADING, header:ignore, 0, 0, 0
145, dungeons_arise:lighthouse, HEADING, header:ignore, 0, 0, 0
146, tlc:lost_castle, HEADING, header:ignore, 0, 0, 0
147, phenomena:lush_trap, HEADING, header:ignore, 0, 0, 0
148, phenomena:lush_trap, MONSTER, minecraft:witch, 10, 1, 1
149, phenomena:lush_trap, MONSTER, minecraft:creeper, 10, 1, 3
150, phenomena:lush_trap, CREATURE, minecraft:bat, 10, 1, 4
151, hopo:mangrove_mineshaft, HEADING, header:ignore, 0, 0, 0
152, minecraft:mansion, HEADING, header:ignore, 0, 0, 0
153, totw_modded:mars, HEADING, header:ignore, 0, 0, 0
154, phenomena:medieval_boat, HEADING, header:ignore, 0, 0, 0
155, phenomena:medieval_boat, MONSTER, minecraft:evoker, 10, 1, 1
156, ctov:medium/village_beach, HEADING, header:ignore, 0, 0, 0
157, ctov:medium/village_dark_forest, HEADING, header:ignore, 0, 0, 0
158, ctov:medium/village_desert, HEADING, header:ignore, 0, 0, 0
159, ctov:medium/village_jungle, HEADING, header:ignore, 0, 0, 0
160, ctov:medium/village_mesa, HEADING, header:ignore, 0, 0, 0
161, ctov:medium/village_mountain, HEADING, header:ignore, 0, 0, 0
162, ctov:medium/village_mushroom, HEADING, header:ignore, 0, 0, 0
163, ctov:medium/village_plains, HEADING, header:ignore, 0, 0, 0
164, ctov:medium/village_savanna, HEADING, header:ignore, 0, 0, 0
165, ctov:medium/village_snowy, HEADING, header:ignore, 0, 0, 0
166, ctov:medium/village_swamp, HEADING, header:ignore, 0, 0, 0
167, ctov:medium/village_taiga, HEADING, header:ignore, 0, 0, 0
168, ctov:medium/village_underground, HEADING, header:ignore, 0, 0, 0
169, graveyard:medium_graveyard, HEADING, header:ignore, 0, 0, 0
170, graveyard:medium_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
171, graveyard:medium_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
172, graveyard:medium_graveyard, MONSTER, graveyard:ghoul, 50, 2, 4
173, graveyard:memorial_tree, HEADING, header:ignore, 0, 0, 0
174, dungeons_arise:merchant_campsite, HEADING, header:ignore, 0, 0, 0
175, totw_modded:mercury, HEADING, header:ignore, 0, 0, 0
176, towns_and_towers:mimic_desert, HEADING, header:ignore, 0, 0, 0
177, imst:mine/basalt_mine, HEADING, header:ignore, 0, 0, 0
178, imst:mine/crimson_mine, HEADING, header:ignore, 0, 0, 0
179, imst:mine/warped_mine, HEADING, header:ignore, 0, 0, 0
180, minecraft:mineshaft, HEADING, header:ignore, 0, 0, 0
181, minecraft:mineshaft, AMBIENT, alexsmobs:underminer, 50, 1, 1
182, minecraft:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
183, minecraft:mineshaft_mesa, AMBIENT, alexsmobs:underminer, 50, 1, 1
184, dungeons_arise:mining_system, HEADING, header:ignore, 0, 0, 0
185, dungeons_arise:monastery, HEADING, header:ignore, 0, 0, 0
186, minecraft:monument, HEADING, header:ignore, 0, 0, 0
187, minecraft:monument, MONSTER, minecraft:guardian, 10, 2, 4
188, totw_modded:moon, HEADING, header:ignore, 0, 0, 0
189, hopo:mud_mineshaft, HEADING, header:ignore, 0, 0, 0
190, awesomedungeon:mushroom_abandonned, HEADING, header:ignore, 0, 0, 0
191, graveyard:mushroom_grave, HEADING, header:ignore, 0, 0, 0
192, dungeons_arise:mushroom_house, HEADING, header:ignore, 0, 0, 0
193, dungeons_arise:mushroom_mines, HEADING, header:ignore, 0, 0, 0
194, dungeons_arise:mushroom_village, HEADING, header:ignore, 0, 0, 0
195, totw_modded:nether, HEADING, header:ignore, 0, 0, 0
196, kellomod:nether_dungeon_spawner, HEADING, header:ignore, 0, 0, 0
197, kellomod:nether_dungeon_spawner, MONSTER, minecraft:piglin, 10, 1, 3
198, minecraft:nether_fossil, HEADING, header:ignore, 0, 0, 0
199, minecraft:nether_fossil, MONSTER, alexsmobs:soul_vulture, 30, 1, 1
200, phenomena:nether_monster_room, HEADING, header:ignore, 0, 0, 0
201, nyctocosm:night_wastes/nightmare_fossil, HEADING, header:ignore, 0, 0, 0
202, nyctocosm:night_wastes/slatehenge, HEADING, header:ignore, 0, 0, 0
203, awesomedungeonnether:nth_absi_palace, HEADING, header:ignore, 0, 0, 0
204, awesomedungeonnether:nth_accum_quad, HEADING, header:ignore, 0, 0, 0
205, awesomedungeonnether:nth_blaze_tower, HEADING, header:ignore, 0, 0, 0
206, awesomedungeonnether:nth_center_square, HEADING, header:ignore, 0, 0, 0
207, awesomedungeonnether:nth_giant_crimson_tree, HEADING, header:ignore, 0, 0, 0
208, awesomedungeonnether:nth_obsi_house, HEADING, header:ignore, 0, 0, 0
209, hopo:oak_mineshaft, HEADING, header:ignore, 0, 0, 0
210, stellarity:obsidian_spike, HEADING, header:ignore, 0, 0, 0
211, awesomedungeonocean:ocean_cage, HEADING, header:ignore, 0, 0, 0
212, awesomedungeonocean:ocean_quad, HEADING, header:ignore, 0, 0, 0
213, minecraft:ocean_ruin_cold, HEADING, header:ignore, 0, 0, 0
214, awesomedungeonocean:ocean_ruin_pillager, HEADING, header:ignore, 0, 0, 0
215, awesomedungeonocean:ocean_ruin_vanilla_temple, HEADING, header:ignore, 0, 0, 0
216, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
217, awesomedungeonocean:ocean_temple_quad, HEADING, header:ignore, 0, 0, 0
218, awesomedungeonocean:ocean_the_column_temple, HEADING, header:ignore, 0, 0, 0
219, awesomedungeonocean:ocean_warn_temple, HEADING, header:ignore, 0, 0, 0
220, stellarity:old_stronghold, HEADING, header:ignore, 0, 0, 0
221, nyctocosm:outpost, HEADING, header:ignore, 0, 0, 0
222, hopo:piglin_ruin, HEADING, header:ignore, 0, 0, 0
223, prototypedungeons:pillager_castle, HEADING, header:ignore, 0, 0, 0
224, prototypedungeons:pillager_castle, MONSTER, minecraft:pillager, 10, 1, 1
225, prototypedungeons:pillager_castle, MONSTER, minecraft:vindicator, 10, 1, 1
226, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
227, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 10, 1, 1
228, ctov:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
229, ctov:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 5
230, ctov:pillager_outpost_badlands, MONSTER, minecraft:evoker, 10, 1, 1
231, ctov:pillager_outpost_badlands, MONSTER, minecraft:vindicator, 10, 1, 3
232, ctov:pillager_outpost_badlands, MONSTER, minecraft:witch, 10, 1, 1
233, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
234, towns_and_towers:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 2
235, ctov:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
236, ctov:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 1
237, ctov:pillager_outpost_beach, MONSTER, minecraft:evoker, 10, 1, 1
238, ctov:pillager_outpost_beach, MONSTER, minecraft:vindicator, 10, 1, 1
239, ctov:pillager_outpost_beach, MONSTER, minecraft:witch, 10, 1, 1
240, towns_and_towers:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
241, towns_and_towers:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 2
242, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
243, towns_and_towers:pillager_outpost_birch_forest, MONSTER, minecraft:pillager, 10, 1, 2
244, ctov:pillager_outpost_dark_forest, HEADING, header:ignore, 0, 0, 0
245, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:pillager, 10, 1, 1
246, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:evoker, 10, 1, 1
247, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:vindicator, 10, 1, 1
248, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
249, ctov:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
250, ctov:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
251, ctov:pillager_outpost_desert, MONSTER, minecraft:evoker, 10, 1, 1
252, ctov:pillager_outpost_desert, MONSTER, minecraft:vindicator, 10, 1, 1
253, ctov:pillager_outpost_desert, MONSTER, minecraft:witch, 10, 1, 1
254, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
255, towns_and_towers:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 2
256, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
257, towns_and_towers:pillager_outpost_flower_forest, MONSTER, minecraft:pillager, 10, 1, 2
258, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
259, towns_and_towers:pillager_outpost_forest, MONSTER, minecraft:pillager, 10, 1, 2
260, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
261, towns_and_towers:pillager_outpost_grove, MONSTER, minecraft:pillager, 10, 1, 2
262, ctov:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
263, ctov:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
264, ctov:pillager_outpost_jungle, MONSTER, minecraft:evoker, 10, 1, 1
265, ctov:pillager_outpost_jungle, MONSTER, minecraft:vindicator, 10, 1, 1
266, ctov:pillager_outpost_jungle, MONSTER, minecraft:witch, 10, 1, 1
267, towns_and_towers:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
268, towns_and_towers:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 2
269, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
270, towns_and_towers:pillager_outpost_meadow, MONSTER, minecraft:pillager, 10, 1, 2
271, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
272, ctov:pillager_outpost_mesa, MONSTER, minecraft:pillager, 10, 1, 5
273, ctov:pillager_outpost_mesa, MONSTER, minecraft:evoker, 10, 1, 1
274, ctov:pillager_outpost_mesa, MONSTER, minecraft:vindicator, 10, 1, 3
275, ctov:pillager_outpost_mesa, MONSTER, minecraft:witch, 10, 1, 1
276, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
277, ctov:pillager_outpost_mountain, MONSTER, minecraft:pillager, 10, 1, 1
278, ctov:pillager_outpost_mountain, MONSTER, minecraft:evoker, 10, 1, 1
279, ctov:pillager_outpost_mountain, MONSTER, minecraft:vindicator, 10, 1, 1
280, ctov:pillager_outpost_mountain, MONSTER, minecraft:witch, 10, 1, 1
281, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
282, towns_and_towers:pillager_outpost_ocean, HEADING, header:ignore, 0, 0, 0
283, towns_and_towers:pillager_outpost_ocean, MONSTER, minecraft:pillager, 10, 1, 2
284, towns_and_towers:pillager_outpost_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
285, towns_and_towers:pillager_outpost_old_growth_taiga, MONSTER, minecraft:pillager, 10, 1, 2
286, ctov:pillager_outpost_plains, HEADING, header:ignore, 0, 0, 0
287, ctov:pillager_outpost_plains, MONSTER, minecraft:pillager, 10, 1, 1
288, ctov:pillager_outpost_plains, MONSTER, minecraft:evoker, 10, 1, 1
289, ctov:pillager_outpost_plains, MONSTER, minecraft:vindicator, 10, 1, 1
290, ctov:pillager_outpost_plains, MONSTER, minecraft:witch, 10, 1, 1
291, ctov:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
292, ctov:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 1
293, ctov:pillager_outpost_savanna, MONSTER, minecraft:evoker, 10, 1, 1
294, ctov:pillager_outpost_savanna, MONSTER, minecraft:vindicator, 10, 1, 1
295, ctov:pillager_outpost_savanna, MONSTER, minecraft:witch, 10, 1, 1
296, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
297, towns_and_towers:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 2
298, ctov:pillager_outpost_snowy, HEADING, header:ignore, 0, 0, 0
299, ctov:pillager_outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
300, ctov:pillager_outpost_snowy, MONSTER, minecraft:evoker, 10, 1, 1
301, ctov:pillager_outpost_snowy, MONSTER, minecraft:vindicator, 10, 1, 1
302, ctov:pillager_outpost_snowy, MONSTER, minecraft:witch, 10, 1, 1
303, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
304, towns_and_towers:pillager_outpost_snowy_beach, MONSTER, minecraft:pillager, 10, 1, 2
305, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
306, towns_and_towers:pillager_outpost_snowy_plains, MONSTER, minecraft:pillager, 10, 1, 2
307, towns_and_towers:pillager_outpost_snowy_slopes, HEADING, header:ignore, 0, 0, 0
308, towns_and_towers:pillager_outpost_snowy_slopes, MONSTER, minecraft:pillager, 10, 1, 2
309, towns_and_towers:pillager_outpost_snowy_taiga, HEADING, header:ignore, 0, 0, 0
310, towns_and_towers:pillager_outpost_snowy_taiga, MONSTER, minecraft:pillager, 10, 1, 2
311, towns_and_towers:pillager_outpost_sparse_jungle, HEADING, header:ignore, 0, 0, 0
312, towns_and_towers:pillager_outpost_sparse_jungle, MONSTER, minecraft:pillager, 10, 1, 2
313, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
314, towns_and_towers:pillager_outpost_sunflower_plains, MONSTER, minecraft:pillager, 10, 1, 2
315, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
316, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 1
317, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 10, 1, 1
318, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 10, 1, 1
319, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 10, 1, 1
320, towns_and_towers:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
321, towns_and_towers:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 2
322, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
323, ctov:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
324, ctov:pillager_outpost_taiga, MONSTER, minecraft:evoker, 10, 1, 1
325, ctov:pillager_outpost_taiga, MONSTER, minecraft:vindicator, 10, 1, 1
326, ctov:pillager_outpost_taiga, MONSTER, minecraft:witch, 10, 1, 1
327, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
328, towns_and_towers:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 2
329, towns_and_towers:pillager_outpost_wooded_badlands, HEADING, header:ignore, 0, 0, 0
330, towns_and_towers:pillager_outpost_wooded_badlands, MONSTER, minecraft:pillager, 10, 1, 2
331, dungeons_arise:plague_asylum, HEADING, header:ignore, 0, 0, 0
332, simply_houses:plains_house, HEADING, header:ignore, 0, 0, 0
333, simply_houses:plains_mansion, HEADING, header:ignore, 0, 0, 0
334, hopo:portal, HEADING, header:ignore, 0, 0, 0
335, hopo:portal_deepslate, HEADING, header:ignore, 0, 0, 0
336, hopo:portal_dripstone, HEADING, header:ignore, 0, 0, 0
337, hopo:portal_lush, HEADING, header:ignore, 0, 0, 0
338, kellomod:pyramid_oasis, HEADING, header:ignore, 0, 0, 0
339, kellomod:pyramid_oasis, MONSTER, minecraft:zombie, 10, 1, 6
340, kellomod:pyramid_oasis, MONSTER, minecraft:husk, 10, 3, 8
341, totw_modded:ratlantis, HEADING, header:ignore, 0, 0, 0
342, totw_modded:regular, HEADING, header:ignore, 0, 0, 0
343, stellarity:return_gateways/base_flying, HEADING, header:ignore, 0, 0, 0
344, stellarity:return_gateways/bloody_flying, HEADING, header:ignore, 0, 0, 0
345, stellarity:return_gateways/snowy_flying, HEADING, header:ignore, 0, 0, 0
346, kellomod:ruined_ancient_city, HEADING, header:ignore, 0, 0, 0
347, cataclysm:ruined_citadel, HEADING, header:ignore, 0, 0, 0
348, cataclysm:ruined_citadel, MONSTER, cataclysm:endermaptera, 10, 1, 1
349, kellomod:ruined_junglepyramid0, HEADING, header:ignore, 0, 0, 0
350, kellomod:ruined_junglepyramid1, HEADING, header:ignore, 0, 0, 0
351, kellomod:ruined_junglepyramid2, HEADING, header:ignore, 0, 0, 0
352, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
353, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
354, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
355, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
356, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
357, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
358, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
359, graveyard:ruins, HEADING, header:ignore, 0, 0, 0
